num_qubits,reps,num_params,qiskit_mean_s,qiskit_std_s,qiskit_mem_mb,pennylane_mean_s,pennylane_std_s,pennylane_mem_mb
4,1,16,0.017942816600000012,0.0020684746381568076,0.453125,0.0030847249999999436,6.674298889620558e-05,0.375
4,10,88,0.5008385916000002,0.006969582380037173,18.09375,0.013919508400000247,0.00037837666993240397,0.21875
4,20,168,1.8520411417999998,0.011796122156132809,16.734375,0.031030941799999923,0.012071086020111308,0.078125
4,40,328,7.054523808399997,0.015243736542413467,7.5625,0.05619639980000102,0.015193035261015496,0.203125
4,60,488,16.084725700400003,0.13447255661466498,32.734375,0.08594865019999816,0.01970719164835879,0.34375
4,80,648,28.5296556832,0.13020001874963388,21.65625,0.1116606585999989,0.02272459701304871,0.140625
4,100,808,44.01782892499999,0.17888865955784192,50.46875,0.1389727997999671,0.02990506011231654,0.375
